,feature,brh_index
18969,Rae,9.0
18970,Rae Dawn Chong,9.0
18971,Rafe Spall,11.0
18972,Raffaella De Laurentiis,10.0
18973,Rafferty,11.0
18974,Raffey Cassidy,11.0
18975,Raffles,11.0
18976,Rafi Chaudry,9.0
18977,Ragnar Danneskjöld,9.0
18978,Rags (voice),11.0
18979,Rahim Kahn,11.0
18980,Rai Cinema,9.0
18981,Raimunda,11.0
18982,Rain,10.0
18983,Rain Ocampo,11.0
18984,Rainer Wenger,11.0
18985,Rainey,11.0
18986,Rainforest Films,10.0
18987,Raini Rodriguez,10.0
18988,Rainmaker Entertainment,11.0
18989,Rainn Wilson,11.0
18990,Raisa Demidov,9.0
18991,Raisin (voice),11.0
18992,Raizo,11.0
18993,Raj Singh,11.0
18994,Raja Gosnell,10.0
18995,Raja Menon,11.0
18996,Rajasena Lord,11.0
18997,Raji,11.0
18998,Rakeysh Omprakash Mehra,11.0
18999,Raleigh Becket,11.0
19000,Ralf Hoess,11.0
19001,Ralph,11.0
19002,Ralph Bellamy,11.0
19003,Ralph Brown,11.0
19004,Ralph Fiennes,10.0
19005,Ralph Garman,9.0
19006,Ralph Guggenheim,11.0
19007,Ralph Ineson,11.0
19008,Ralph Macchio,10.0
19009,Ralph Nelson,9.0
19010,Ralph Richardson,9.0
19011,Ralph Strait,11.0
19012,Ralph Waite,11.0
19013,Ralph White,11.0
19014,Ralph Winter,9.0
19015,Ralph Zondag,11.0
19016,Ram Bergman,9.0
19017,Rama,11.0
19018,Raman Hui,11.0
19019,Ramana,9.0
19020,Rambo,11.0
19021,Ramesses II,11.0
19022,Rami Malek,10.0
19023,Ramirez,11.0
19024,Ramiro Gomez,11.0
19025,Ramon,11.0
19026,Ramon / Lovelace (voice),11.0
19027,Ramon / Lovelace the Guru (voice),11.0
19028,Ramon Bieri,9.0
19029,Ramon Sanchez / 'Phantom Phreak',9.0
19030,Ramon Tikaram,11.0
19031,Ramona,9.0
19032,Ramona Hawks,11.0
19033,Ramona V. Flowers,9.0
19034,Ramses II,11.0
19035,Ramsey Thomas,11.0
19036,Ramsley,11.0
19037,Ramunas Skikas,9.0
19038,Ramya Krishnan,11.0
19039,Ramón Rodríguez,10.0
19040,Ramón Rojo,11.0
19041,Ramón Sampedro,11.0
19042,Rana,11.0
19043,Rana Daggubati,11.0
19044,Ranbir Kapoor,11.0
19045,Rand McPherson,9.0
19046,Rand Ravich,9.0
19047,Randal Graves,10.0
19048,Randal Kleiser,10.0
19049,Randall,11.0
19050,Randall 'Memphis' Raines,11.0
19051,Randall 'Pink' Floyd,11.0
19052,Randall (voice),11.0
19053,Randall Boggs (voice),11.0
19054,Randall Bragg,11.0
19055,Randall Duk Kim,11.0
19056,Randall Emmett,10.0
19057,Randall Hertzel,11.0
19058,Randall Miller,9.0
19059,Randall Park,9.0
19060,Randall Peltzer,11.0
19061,Randall Wallace,10.0
19062,Randle Patrick McMurphy,11.0
19063,Rando Yaguchi : Deputy Chief Cabinet Secretary,11.0
19064,Randol Schoenberg,11.0
19065,Randy,10.0
19066,"Randy ""Ram""  Robinson",11.0
19067,Randy Anderson,11.0
19068,Randy Barbato,10.0
19069,Randy Cheveldave,11.0
19070,Randy Couture,11.0
19071,Randy Fullmer,10.0
19072,Randy Meeks,11.0
19073,Randy Ostrow,11.0
19074,Randy Quaid,10.0
19075,Randy Steckle,11.0
19076,Ranger,9.0
19077,Ranger Captain Dan Reid,9.0
19078,Ranger Frank (voice),11.0
19079,Ranger Margaret (voice),11.0
19080,Ranger Smith,11.0
19081,Rango (voice),11.0
19082,Rani Mukerji,10.0
19083,Ranjan (voice),11.0
19084,Ranjit Katyal,11.0
19085,Rannulph Junuh,9.0
19086,Ransom Stoddard,11.0
19087,Raoul,11.0
19088,Raoul Bova,11.0
19089,Raoul Duke,9.0
19090,Raoul Max Trujillo,11.0
19091,"Raoul, Vicomte de Chagny",11.0
19092,Raphael,10.0
19093,Raphaël Abrams,11.0
19094,Raphaël Poulain,11.0
19095,Raphelson,11.0
19096,Rapunzel (voice),11.0
19097,Raquel Castro,11.0
19098,Rasaan,11.0
19099,Rashad,11.0
19100,Rashida Jones,10.0
19101,Rasputin (voice),11.0
19102,Rat Face,9.0
19103,Rattlesnake Jake (voice),11.0
19104,Raul,11.0
19105,Raven Darkholme / Mystique,10.0
19106,Raven Goodwin,11.0
19107,Raven-Symoné,11.0
19108,Ravenna,11.0
19109,Ravi D. Mehta,11.0
19110,Rawdon Crawley,9.0
19111,Rawiri Paratene,11.0
19112,Rawle D. Lewis,11.0
19113,Rawley Wilkes,11.0
19114,Rawson Marshall Thurber,10.0
19115,Ray,9.0
19116,Ray 'Bones' Barboni,11.0
19117,Ray / Ramona,9.0
19118,Ray Allen,9.0
19119,Ray Baker,9.0
19120,Ray Bolger,11.0
19121,Ray Breslin,11.0
19122,Ray Bronson,10.0
19123,Ray Carrigan / Blackout,11.0
19124,Ray Carter,11.0
19125,Ray Cash,11.0
19126,Ray Charles,10.0
19127,Ray Coleman,9.0
19128,Ray Cutler,11.0
19129,Ray Donlan,11.0
19130,Ray Embrey,11.0
19131,Ray Ferrier,11.0
19132,Ray Fuchs,11.0
19133,Ray Gaines,11.0
19134,Ray Harris,9.0
19135,Ray Hasek,9.0
19136,Ray Jackson,11.0
19137,Ray Koval,9.0
19138,Ray Liotta,10.0
19139,Ray Manzarek,9.0
19140,Ray McKinnon,9.0
19141,Ray Milland,11.0
19142,Ray Nicolette,11.0
19143,Ray Park,10.0
19144,Ray Peyton Jr.,11.0
19145,Ray Peyton Sr.,11.0
19146,Ray Porter,11.0
19147,Ray Quick,11.0
19148,Ray Ritchie,9.0
19149,Ray Romano,9.0
19150,Ray Sahetapy,11.0
19151,Ray Spruce,11.0
19152,Ray Stevenson,9.0
19153,Ray Sybert,9.0
19154,Ray Tempio,9.0
19155,Ray Templeton,11.0
19156,Ray Tierney,11.0
19157,Ray Walston,10.0
19158,Ray Wilkins,11.0
19159,Ray Winstone,10.0
19160,Ray Wise,10.0
19161,Ray Zimmerman,9.0
19162,Rayburn,11.0
19163,Rayden,11.0
19164,Rayford Steele,11.0
19165,Raymond,11.0
19166,Raymond 'Ray' Tango,11.0
19167,Raymond Babbitt,11.0
19168,Raymond Cobb,11.0
19169,Raymond De Felitta,11.0
19170,Raymond Deagan,11.0
19171,Raymond J. Barry,9.0
19172,Raymond Marble,11.0
19173,Raymond Ochoa,11.0
19174,Raymond Price,11.0
19175,Raymond Sellars,11.0
19176,Raymond Thiry,9.0
19177,Raymond Zhang,11.0
19178,Rayne,9.0
19179,Rayne Gant,9.0
19180,Raynold Gideon,10.0
19181,Rayon,11.0
19182,Raúl Juliá,10.0
19183,Raúl Olvera Ferrer,11.0
19184,Reb 'Papa' Mendel,11.0
19185,Reb Alter Vishkower,11.0
19186,Reba,11.0
19187,Reba McClane,11.0
19188,Reba McEntire,11.0
19189,Rebecca,10.0
19190,Rebecca (Tank Girl),9.0
19191,"Rebecca Ann ""Becky"" Leeman",11.0
19192,Rebecca Black,9.0
19193,Rebecca De Mornay,10.0
19194,Rebecca Douglas,11.0
19195,Rebecca Evans,11.0
19196,Rebecca Ferguson,10.0
19197,Rebecca Gayheart,10.0
19198,Rebecca Green,11.0
19199,Rebecca Griffiths,9.0
19200,Rebecca Hall,15.0
19201,Rebecca Jamison,11.0
19202,Rebecca Miller,9.0
19203,Rebecca O'Brien,11.0
19204,Rebecca Payne,11.0
19205,Rebecca Pidgeon,11.0
19206,Rebecca Romijn,10.0
19207,Rebecca Shafran,11.0
19208,Rebecca Spikings,9.0
19209,Rebecca Wenteworth,9.0
19210,Rebecca Wilson,11.0
19211,Rebecca Yeldham,10.0
19212,Rebekah Johnson,9.0
19213,Rebel Wilson,10.0
19214,Recorded Pictures Company,11.0
19215,Red,9.0
19216,Red (voice),10.0
19217,Red Dawson,9.0
19218,Red Envelope Entertainment,9.0
19219,Red Harrington,9.0
19220,Red Om Films,11.0
19221,Red Pollard,11.0
19222,Red Queen,11.0
19223,Red Riding Hood (voice),9.0
19224,Red Skelton,11.0
19225,Red Sonja,9.0
19226,Red-horse Native,9.0
19227,Redeemable Features,11.0
19228,Redman,10.0
19229,Redmond Morris,10.0
19230,Redridge,11.0
19231,Ree Dolly,11.0
19232,Reece,9.0
19233,Reed Haskett,11.0
19234,Reed Richards / Mr. Fantastic,10.0
19235,Reed Rothchild,11.0
19236,Reel FX Creative Studios,11.0
19237,Reepicheep (Voice),11.0
19238,Reese,11.0
19239,Reese Bobby,11.0
19240,Reese Feldman,11.0
19241,Reese Holden,9.0
19242,Reese Marie Wiggam Ellis,11.0
19243,Reese Mishler,11.0
19244,Reese Wilson,10.0
19245,Reese Witherspoon,10.0
19246,Reeve Carney,9.0
19247,Reg Duffy,9.0
19248,Regan,11.0
19249,Regan Crawford,11.0
19250,Regan MacNeil,11.0
19251,Regency Boies,10.0
19252,Regency Enterprises,29.0
19253,Reggie,10.0
19254,Reggie (voice),11.0
19255,Reggie Bannister,11.0
19256,Reggie Belafonte,11.0
19257,Reggie Rock Bythewood,11.0
19258,Reggie Warrington,11.0
19259,"Regina ""Reggie"" Love",11.0
19260,Regina George,11.0
19261,Regina Hall,10.0
19262,Regina Jackson,11.0
19263,Regina King,10.0
19264,Reginal Flemming Johnson,11.0
19265,Reginald Cardinal,11.0
19266,Reginald Hudlin,10.0
19267,Reginald Owen,9.0
19268,Reginald Paget,11.0
19269,Reginald Rose,11.0
19270,Reginald Shaw,11.0
19271,Reginald VelJohnson,10.0
19272,Rehya Young,11.0
19273,Reid Carolin,10.0
19274,Reiko Aylesworth,11.0
19275,Reina,10.0
19276,Reiner,11.0
19277,Reiner / Greisman Productions,9.0
19278,Reinhardt,11.0
19279,Reinol Martinez,11.0
19280,Relativity Media,10.0
19281,Rell Williams / Oil Dresden,11.0
19282,Rema,9.0
19283,Remington Chase,11.0
19284,Remus Lupin,11.0
19285,Remy,10.0
19286,Remy (voice),11.0
19287,Remy Sweeney,9.0
19288,Ren McCormack,11.0
19289,Rena Owen,11.0
19290,Renai Lambert,11.0
19291,Renaissance Films,10.0
19292,Renaissance Pictures,11.0
19293,Renard,11.0
19294,Renata,9.0
19295,Renata Adamidov,11.0
19296,Renault,11.0
19297,Rene Bastian,10.0
19298,Rene Mosier,9.0
19299,Rene Russo,10.0
19300,Renee,9.0
19301,Renee Allison,11.0
19302,Renee Donati Fitzpatrick,11.0
19303,Renee Olstead,11.0
19304,Rennie Wickham,11.0
19305,Renny Harlin,2.0
19306,Renoly Santiago,9.0
19307,René Besson,11.0
19308,René Mathis,11.0
19309,Renée Adorée,11.0
19310,Renée Jones,11.0
19311,Renée Taylor,9.0
19312,Renée Zellweger,20.0
19313,Rep. Victoria Rudd,11.0
19314,Republic Pictures (I),11.0
19315,Requin,11.0
19316,Resa,9.0
19317,Resse Hartwig,11.0
19318,Rethrick,11.0
19319,Reuben Cannon,11.0
19320,Reuben Feffer,11.0
19321,Reuben Kraditor,9.0
19322,Rev. Arthur Dimmesdale,9.0
19323,Rev. Dave,11.0
19324,Rev. Graham Hess,11.0
19325,Rev. Gustav Briegleb,11.0
19326,Reva Devereaux,11.0
19327,Reverend Clement Hedges,11.0
19328,Reverend Cleophus James,11.0
19329,Reverend Cornell Cobbs,9.0
19330,Reverend Frank,11.0
19331,Reverend Larson,11.0
19332,Reverend R. L.,9.0
19333,Reverend Shaw Moore,11.0
19334,Reverend Sullivan,11.0
19335,Revolution Films,11.0
19336,Revolution Studios,9.0
19337,Rex,10.0
19338,Rex 'T-Rex' Pennebaker,9.0
19339,Rex (voice),11.0
19340,Rex Brooks,11.0
19341,Rex Harper,9.0
19342,Rex Harrison,10.0
19343,Rex Linn,11.0
19344,Rex Racer,9.0
19345,Rex Rexroth,11.0
19346,Rex Williamson,9.0
19347,Rex the Male Sheepdog (voice),11.0
19348,Reynald de Chatillon,11.0
19349,Rham Jas,11.0
19350,Rhett Butler,11.0
19351,Rhince,11.0
19352,Rhino (voice),11.0
19353,Rhino Films,11.0
19354,Rhoda Williams,11.0
19355,Rhodes,11.0
19356,Rhombus Media,10.0
19357,Rhona Mitra,10.0
19358,Rhonda,11.0
19359,Rhonda Britton,11.0
19360,Rhonda Fleming,11.0
19361,Rhonda LeBeck,11.0
19362,Rhonda Tollefson,10.0
19363,Rhys Darby,11.0
19364,Rhys Ifans,10.0
19365,Rhys Wakefield,10.0
19366,Ria,11.0
19367,Riaad Moosa,9.0
19368,Rian Johnson,10.0
19369,Rianna,11.0
19370,Ric Kidney,10.0
19371,Ric Roman Waugh,11.0
19372,Ric Young,9.0
19373,Ricardo,9.0
19374,Ricardo Darín,11.0
19375,Ricardo Del Río,11.0
19376,Ricardo Fellove,9.0
19377,Ricardo Mestres,10.0
19378,Ricardo Montalban,10.0
19379,Ricardo Morales,11.0
19380,Riccardo Scamarcio,11.0
19381,Rich Brown,11.0
19382,Rich Charleton,9.0
19383,Rich Moore,11.0
19384,Rich Walker,11.0
19385,Richard,9.0
19386,Richard 'Dick' Hickcock,11.0
19387,Richard Armitage,10.0
19388,Richard Attenborough,10.0
19389,Richard Ayoade,10.0
19390,Richard B. Riddick,11.0
19391,Richard Baratta,11.0
19392,Richard Barton Lewis,10.0
19393,Richard Basehart,11.0
19394,Richard Belzer,11.0
19395,Richard Benjamin,11.0
19396,Richard Beymer,10.0
19397,Richard Bohringer,9.0
19398,Richard Boone,11.0
19399,Richard Bradford,9.0
19400,Richard Brooks,10.0
19401,Richard Burgi,11.0
19402,Richard Burke,9.0
19403,Richard Burton,10.0
19404,Richard Cabral,11.0
19405,Richard Campbell,11.0
19406,Richard Cooper,11.0
19407,Richard Crenna,9.0
19408,Richard Curtis,10.0
19409,Richard D. Zanuck,9.0
19410,Richard Dawson,11.0
19411,Richard DeDomenico,9.0
19412,Richard DeManincor,11.0
19413,Richard DeTamble,11.0
19414,Richard Detmer,11.0
19415,Richard Donner,10.0
19416,Richard Dreyfuss,10.0
19417,Richard Durden,11.0
19418,Richard Dutcher,9.0
19419,Richard Dysart,10.0
19420,Richard E. Grant,11.0
19421,Richard Edson,11.0
19422,Richard Egan,11.0
19423,Richard Eyre,11.0
19424,Richard Felix,11.0
19425,Richard Fielding,11.0
19426,Richard Fleischer,9.0
19427,Richard Gant,10.0
19428,Richard Garsik,9.0
19429,Richard Gecko,11.0
19430,Richard Gere,10.0
19431,Richard Glatzer,11.0
19432,Richard Goteri,9.0
19433,Richard Grace,11.0
19434,Richard Harris,10.0
19435,Richard Hart,11.0
19436,Richard Hashimoto,10.0
19437,Richard Haydn,11.0
19438,Richard Haywood,11.0
19439,Richard Hewitt,9.0
19440,Richard Hoover,11.0
19441,Richard Hutton,11.0
19442,Richard Ian Blaney,11.0
19443,Richard Ingber,11.0
19444,Richard J. Cook,9.0
19445,Richard J. Lewis,9.0
19446,Richard Jackson,10.0
19447,Richard Jaeckel,11.0
19448,Richard Jeffries,11.0
19449,Richard Jenkins,18.0
19450,Richard Johnson,11.0
19451,Richard Jordan,11.0
19452,Richard Kelly,11.0
19453,Richard Kiel,10.0
19454,Richard Kind,10.0
19455,Richard Klubeck,11.0
19456,Richard Kneeland,11.0
19457,Richard Kuklinski,9.0
19458,Richard LaGravenese,12.0
19459,Richard Lederer,11.0
19460,Richard Lester,10.0
19461,Richard Levy the Driven,10.0
19462,Richard Levy the Shameless,10.0
19463,Richard Lewis,11.0
19464,Richard Lineback,9.0
19465,Richard Linklater,10.0
19466,Richard Livesey,9.0
19467,Richard Loncraine,10.0
19468,Richard Madden,11.0
19469,Richard Marquand,11.0
19470,Richard Martin,9.0
19471,Richard Mason,11.0
19472,Richard Messner,11.0
19473,Richard Middleton,9.0
19474,Richard Mirisch,11.0
19475,Richard N. Gladstein,10.0
19476,Richard Nelson,11.0
19477,Richard Nixon,9.0
19478,Richard Norton,11.0
19479,Richard Norvik,11.0
19480,Richard O'Brien,11.0
19481,Richard O'Connell,10.0
19482,Richard P. Levine,11.0
19483,Richard P. Rubinstein,10.0
19484,Richard Parker,10.0
19485,Richard Perello,10.0
19486,Richard Pezet,11.0
19487,Richard Pryor,11.0
19488,Richard Rider,9.0
19489,Richard Ripley,11.0
19490,Richard Robertson,11.0
19491,Richard Romanus,11.0
19492,Richard Roundtree,10.0
19493,Richard Roxburgh,9.0
19494,Richard S. Castellano,11.0
19495,Richard S. Wright,10.0
19496,Richard Sakai,9.0
19497,Richard Salvatore,9.0
19498,Richard Samuels,9.0
19499,Richard Schiff,10.0
19500,Richard Schlichting,11.0
19501,Richard Shepard,11.0
19502,Richard Solomon,11.0
19503,Richard Spero,9.0
19504,Richard Stanley,11.0
19505,Richard Stoker,11.0
19506,Richard Suckle,10.0
19507,Richard T. Jones,9.0
19508,Richard Thornburg,11.0
19509,Richard Travers,11.0
19510,Richard Tyson,11.0
19511,Richard Vane,9.0
19512,"Richard Vickers (segment ""Something To Tide You Over"")",11.0
19513,Richard Weidner,11.0
19514,Richard Wells,11.0
19515,Richard Wenk,11.0
19516,Richard Whelan,11.0
19517,Richard White,11.0
19518,Richard Whittaker,9.0
19519,Richard Widmark,11.0
19520,Richard Williams,9.0
19521,Richard Wilson,9.0
19522,Richard Young,11.0
19523,Richardson,11.0
19524,Richie,11.0
19525,Richie Cusack,11.0
19526,Richie DiMaso,11.0
19527,Richie Furst,11.0
19528,Richie Havens,11.0
19529,Richie Roberts,11.0
19530,Richie Tenenbaum,11.0
19531,Richmond Arquette,11.0
19532,Richter,11.0
19533,Richter Elihu Smails,11.0
19534,Rick,9.0
19535,Rick 'Wild Thing' Vaughn,11.0
19536,Rick Alvarez,10.0
19537,Rick Aviles,11.0
19538,Rick Barnes,9.0
19539,Rick Berman,10.0
19540,Rick Bieber,10.0
19541,Rick Blaine,11.0
19542,Rick Deckard,11.0
19543,Rick Dempsey,11.0
19544,Rick Famuyiwa,10.0
19545,Rick Flag,11.0
19546,Rick Glassey,9.0
19547,Rick Gonzalez,10.0
19548,Rick Jaffa,10.0
19549,Rick Malambri,11.0
19550,Rick Martinez,11.0
19551,Rick McCallum,9.0
19552,Rick Mills,11.0
19553,Rick Moranis,10.0
19554,Rick Rambis,9.0
19555,Rick Ricardelli,11.0
19556,Rick Roberts,9.0
19557,Rick Rosenthal,10.0
19558,Rick Santoro,11.0
19559,Rick Schwartz,10.0
19560,Rick Yune,10.0
19561,Rickey D'Shon Collins,11.0
19562,Ricki,9.0
19563,Ricki Lake,10.0
19564,Ricky,10.0
19565,Ricky (voice),11.0
19566,Ricky Baker,11.0
19567,Ricky Bobby,11.0
19568,Ricky Chambers,11.0
19569,Ricky Dean Logan,11.0
19570,Ricky Dillman,11.0
19571,Ricky Fitts,11.0
19572,Ricky Gervais,9.0
19573,Ricky Jay,10.0
19574,Ricky Mehlinger,11.0
19575,Ricky Roma,9.0
19576,Ricky Schroder,9.0
19577,Ricky Slade,11.0
19578,Ricky Verona,11.0
19579,Ricky Wasserman,9.0
19580,Rico (voice),11.0
19581,Riddick,10.0
19582,Ridley Duchaness,10.0
19583,Ridley Scott,21.0
19584,Rie Rasmussen,9.0
19585,Riff,11.0
19586,Rigg,11.0
19587,Riggan,11.0
19588,Riggs,11.0
19589,Rihanna,10.0
19590,Rik Van Nutter,11.0
19591,Riki Lindhome,11.0
19592,Riley,10.0
19593,Riley Griffiths,11.0
19594,Riley Keough,9.0
19595,Riley Poole,11.0
19596,Riley Simms,9.0
19597,Riley Thomas Stewart,11.0
19598,Rina Takasaki,11.0
19599,Ringo Lam,11.0
19600,Ringo Starr,11.0
19601,Rinko Kikuchi,10.0
19602,Rinku,11.0
19603,Rip Torn,10.0
19604,Ripcord,11.0
19605,Ripley,10.0
19606,Risa Bramon Garcia,11.0
19607,Rishi Talwar,11.0
19608,Rita,10.0
19609,Rita Blanco,11.0
19610,Rita Branch,9.0
19611,Rita Escobar,11.0
19612,Rita Harrison Williams,11.0
19613,Rita Moreno,11.0
19614,Rita Thornton,11.0
19615,Rita Wilson,9.0
19616,Ritchie Valens,11.0
19617,Ritesh Batra,11.0
19618,Rival Pictures,9.0
19619,River Phoenix,11.0
19620,River Road Entertainment,10.0
19621,Riya Saran,11.0
19622,Riz Ahmed,10.0
19623,Riza Aziz,10.0
19624,Rizwan Khan,11.0
19625,Rizwan Khan (as a child),11.0
19626,Rizwan's brother,11.0
19627,Rizwan's mother,11.0
19628,Roach,11.0
19629,Roadkill (Voice),11.0
19630,Roarke / The Devil,11.0
19631,Rob,16.0
19632,Rob Bowman,9.0
19633,Rob Brown,9.0
19634,Rob Brydon,9.0
19635,Rob Carliner,11.0
19636,Rob Cohen,10.0
19637,Rob Corddry,10.0
19638,Rob Cotterill,10.0
19639,Rob Cowan,10.0
19640,Rob Devaney,9.0
19641,Rob Dier,11.0
19642,Rob Douglas,11.0
19643,Rob Gordon,11.0
19644,Rob Hall,11.0
19645,Rob Hedden,11.0
19646,Rob LaBelle,11.0
19647,Rob Letterman,10.0
19648,Rob Lowe,10.0
19649,Rob Marshall,9.0
19650,Rob McKittrick,11.0
19651,Rob McLaughlin,11.0
19652,Rob Minkoff,10.0
19653,Rob Morrow,9.0
19654,Rob Pritts,11.0
19655,Rob Reiner,10.0
19656,Rob Riggle,10.0
19657,Rob Schmidt,11.0
19658,Rob Schneider,13.0
19659,Rob Zombie,10.0
19660,Robb Wells,9.0
19661,Robbie,10.0
19662,Robbie Amell,10.0
19663,Robbie Brenner,9.0
19664,Robbie Coltrane,10.0
19665,Robbie Ferrier,11.0
19666,Robbie Klaven,11.0
19667,Robbie Turner,11.0
19668,Robby,10.0
19669,Robby Gallagher,9.0
19670,Robby Keough,11.0
19671,Robby Krieger,9.0
19672,Robe,11.0
19673,Robert,10.0
19674,"Robert ""Mac"" MacDougal",11.0
19675,Robert 'Bob' Paulson,11.0
19676,Robert 'Bobby' Garfield,9.0
19677,Robert 'Bobby' Trench,11.0
19678,Robert 'Fish' Fishman,9.0
19679,Robert / Peaches,9.0
19680,Robert A. Harris,11.0
19681,Robert Altman,11.0
19682,Robert Amaya ,11.0
19683,Robert Angier,11.0
19684,Robert Arthur,11.0
19685,Robert B. Weide,9.0
19686,Robert Baker,9.0
19687,Robert Beaumont,11.0
19688,Robert Belushi,11.0
19689,Robert Benjamin,9.0
19690,Robert Benmussa,9.0
19691,Robert Bernstein,11.0
19692,Robert Blake,10.0
19693,Robert Bly,9.0
19694,Robert Boyd,9.0
19695,Robert Brewster,11.0
19696,Robert Butler,9.0
19697,Robert C. Cooper,11.0
19698,Robert Campbell,11.0
19699,Robert Capa,9.0
19700,Robert Capron,10.0
19701,Robert Carlyle,10.0
19702,Robert Carradine,10.0
19703,Robert Cavallo,11.0
19704,Robert Chartoff,10.0
19705,Robert Clayton Dean,11.0
19706,Robert Crawford Jr.,11.0
19707,Robert D. Wachs,11.0
19708,Robert D. Webb,11.0
19709,Robert Daley,11.0
19710,Robert Daniel Sloan,11.0
19711,Robert Davi,11.0
19712,Robert De Niro,27.0
19713,Robert Deacon,9.0
19714,Robert Dewey,11.0
19715,Robert Doniger,9.0
19716,Robert Donner,9.0
19717,Robert Doudell,11.0
19718,Robert Downey Jr.,25.0
19719,Robert Dudley,11.0
19720,Robert Duvall,10.0
19721,Robert Eggers,11.0
19722,Robert Engelman,10.0
19723,Robert Englund,10.0
19724,Robert Evans,10.0
19725,Robert F. Colesberry,9.0
19726,Robert F. Kennedy,9.0
19727,Robert F. Newmyer,10.0
19728,Robert Fieldsteel,9.0
19729,Robert Fontaine,9.0
19730,Robert Ford,9.0
19731,Robert Forster,10.0
19732,Robert Fox,10.0
19733,Robert Foxworth,11.0
19734,Robert Fyfe,9.0
19735,Robert Gant,9.0
19736,Robert Gottschalk,9.0
19737,Robert Goulet,11.0
19738,Robert Graf,11.0
19739,Robert Graysmith,11.0
19740,Robert Greenhut,10.0
19741,Robert Hansen,9.0
19742,Robert Harron,11.0
19743,Robert Hawkins,9.0
19744,Robert Hays,11.0
19745,Robert Herndon,11.0
19746,Robert Hill,9.0
19747,Robert Hoffman,10.0
19748,Robert Hopes,11.0
19749,Robert Hutchings,9.0
19750,Robert Irwin,11.0
19751,Robert Iscove,9.0
19752,Robert J. Wilke,11.0
19753,Robert Jaffe,9.0
19754,Robert John Burke,11.0
19755,Robert Jones,11.0
19756,Robert Joy,11.0
19757,Robert K. Weiss,9.0
19758,Robert Katz,10.0
19759,Robert Kazinsky,11.0
19760,Robert Kincaid,11.0
19761,Robert King,11.0
19762,Robert Klein,11.0
19763,Robert Knepper,11.0
19764,Robert Knott,11.0
19765,Robert Kravis,11.0
19766,Robert Kulzer,10.0
19767,Robert L. Boyett,11.0
19768,Robert L. Levy,10.0
19769,Robert L. Rosen,11.0
19770,Robert Langdon,10.0
19771,Robert Lantos,11.0
19772,Robert Lawrence,10.0
19773,Robert Lee Anderson / The Marlboro Man,9.0
19774,Robert Lin,9.0
19775,Robert Lincoln,11.0
19776,Robert LoCash,11.0
19777,Robert Loggia,10.0
19778,Robert Longstreet,9.0
19779,Robert Lorenz,9.0
19780,Robert Luketic,10.0
19781,Robert MacLean,11.0
19782,Robert MacNaughton,11.0
19783,Robert Maillet,11.0
19784,Robert Mallory,9.0
19785,Robert Marshall,11.0
19786,Robert May,11.0
19787,Robert Mazur,9.0
19788,Robert McCall,11.0
19789,Robert McNamara,9.0
19790,Robert Michael Geisler,11.0
19791,Robert Middleton,11.0
19792,Robert Miller,11.0
19793,Robert Moresco,10.0
19794,Robert Morgan,9.0
19795,Robert Muldoon,11.0
19796,Robert Mulligan,11.0
19797,Robert Musgrave,9.0
19798,Robert N. Fried,9.0
19799,Robert Nelson,11.0
19800,Robert Neville,11.0
19801,Robert Newsome,11.0
19802,Robert Nkomo Morel,9.0
19803,Robert Ogden Barnum,11.0
19804,Robert Parks,11.0
19805,Robert Pastorelli,10.0
19806,Robert Paterson,11.0
19807,Robert Patrick,9.0
19808,Robert Pattinson,10.0
19809,Robert Philip,11.0
19810,Robert Picardo,9.0
19811,Robert Pronge,9.0
19812,Robert Prosky,11.0
19813,Robert Pryce,9.0
19814,Robert Pulcini,9.0
19815,Robert Ramsey,11.0
19816,Robert Rath,9.0
19817,Robert Redford,10.0
19818,Robert Rehme,10.0
19819,Robert Ri'chard,11.0
19820,Robert Ritter,11.0
19821,Robert Rodriguez,24.0
19822,Robert Rossen,11.0
19823,Robert Roy MacGregor (Rob Roy),11.0
19824,Robert Rusk,11.0
19825,Robert Rusler,11.0
19826,Robert Ryan,9.0
19827,Robert Salerno,9.0
19828,Robert Sallin,11.0
19829,Robert Schwartzman,11.0
19830,Robert Schwentke,9.0
19831,Robert Sean Leonard,10.0
19832,Robert Shapiro,10.0
19833,Robert Shaw,10.0
19834,Robert Shaye,10.0
19835,Robert Sheehan,11.0
19836,Robert Simonds,10.0
19837,Robert Simonds Productions,10.0
19838,Robert Smigel,11.0
19839,Robert Spritzel,9.0
19840,Robert Stein,11.0
19841,Robert Stevenhagen,9.0
19842,Robert Stevenson,11.0
19843,Robert Stigwood,10.0
19844,Robert Stromberg,11.0
19845,Robert Tapert,10.0
19846,Robert Taylor,10.0
19847,Robert Teitel,9.0
19848,Robert Thorn,11.0
19849,Robert Torres,11.0
19850,Robert Towne,9.0
19851,Robert Turner,11.0
19852,Robert W. Cort,9.0
19853,Robert Wagner,11.0
19854,Robert Wakefield,11.0
19855,Robert Watts,10.0
19856,Robert Whittaker,9.0
19857,Robert Wise,10.0
19858,Robert Zemeckis,10.0
19859,Robert the Bruce,11.0
19860,Robert “Rusty” Charles Ryan,11.0
19861,Roberta,11.0
19862,Roberta Collins,11.0
19863,Roberta Hertzel,11.0
19864,Roberto A. Quezada,11.0
19865,Roberto Alcaino,9.0
19866,Roberto Canessa,11.0
